1	0.95641	0.94732
2	0.95861	0.94765
4	0.96667	0.9515
8	0.9691	0.95181
16	0.97193	0.95631
32	0.97363	0.95833
64	0.973	0.95877
128	0.97157	0.95763
256	0.97001	0.95671
512	0.96822	0.95721
1024	0.96312	0.95739
2048	0.95646	0.95656
4096	0.94656	0.9568
8192	0.94311	0.9575
16384	0.94205	0.9566
