1	0.99702	0.99653
2	0.9971	0.99666
4	0.99706	0.99697
8	0.99714	0.99714
16	0.99716	0.99718
32	0.99701	0.99715
64	0.99691	0.99698
128	0.99669	0.99676
256	0.99674	0.99679
512	0.99715	0.99705
1024	0.9972	0.99703
2048	0.99715	0.99703
4096	0.99716	0.997
8192	0.99716	0.99703
16384	0.99716	0.99703
