1	0.97543	0.97092
2	0.97549	0.97136
4	0.97724	0.97223
8	0.97707	0.97298
16	0.9812	0.9776
32	0.98366	0.98045
64	0.98521	0.98247
128	0.98598	0.98368
256	0.9864	0.98352
512	0.98666	0.98361
1024	0.98581	0.98317
2048	0.98435	0.98269
4096	0.98155	0.98281
8192	0.97841	0.98263
16384	0.97642	0.98247
32768	0.97573	0.98267
