1	0.93607	0.92459
2	0.93977	0.9268
4	0.9453	0.93518
8	0.95096	0.94056
16	0.96099	0.94674
32	0.96384	0.95084
64	0.9663	0.95369
128	0.96469	0.95487
256	0.96054	0.95252
512	0.95565	0.95199
1024	0.94999	0.95339
2048	0.94513	0.95234
4096	0.94129	0.95249
8192	0.94185	0.95218
16384	0.93813	0.95192
