1	0.99691	0.99635
2	0.99699	0.99664
4	0.9969	0.99697
8	0.99683	0.99691
16	0.99674	0.99691
32	0.99678	0.9969
64	0.99675	0.99682
128	0.9968	0.99691
256	0.99692	0.99692
512	0.99693	0.99689
1024	0.99694	0.99691
2048	0.99695	0.99693
4096	0.99695	0.99703
8192	0.99695	0.99704
16384	0.99695	0.99704
