1	0.95311	0.93267
2	0.96274	0.95094
4	0.96842	0.95571
8	0.96966	0.95822
16	0.97255	0.96553
32	0.97414	0.96489
64	0.97392	0.9647
128	0.97353	0.96481
256	0.97241	0.9638
512	0.97141	0.96347
1024	0.96666	0.96426
2048	0.95977	0.96341
4096	0.95254	0.9634
8192	0.95036	0.96325
