1	0.95812	0.94855
2	0.9594	0.94982
4	0.96253	0.95373
8	0.96568	0.96109
16	0.97112	0.96862
32	0.97259	0.96904
64	0.97339	0.96856
128	0.97411	0.96836
256	0.97015	0.96559
512	0.96759	0.96538
1024	0.96217	0.96459
2048	0.95147	0.96401
4096	0.94122	0.9645
8192	0.94122	0.9645
16384	0.94543	0.96494
