1	0.93779	0.91498
2	0.94633	0.92535
4	0.95759	0.94002
8	0.96185	0.94518
16	0.96711	0.94952
32	0.9687	0.95204
64	0.97075	0.95442
128	0.97109	0.95356
256	0.96858	0.95131
512	0.96531	0.95171
1024	0.95923	0.95069
2048	0.95374	0.94988
4096	0.9477	0.94988
8192	0.94017	0.95052
16384	0.93176	0.94926
32768	0.92559	0.9493
