1	0.9638575	0.02384981147	0.95398875	0.03118014727
2	0.96705375	0.02135579074	0.9581525	0.02784982624
4	0.97146375	0.01822327784	0.96278875	0.0238031135
8	0.97353625	0.01627840369	0.96548625	0.02183835155
16	0.97735	0.01334684125	0.96980125	0.01960358527
32	0.97879375	0.01248612938	0.971205	0.01855958974
64	0.97952875	0.01192110426	0.97205125	0.01786497646
128	0.9793075	0.01227146603	0.9720725	0.0180271983
256	0.97771875	0.01378083497	0.970895	0.01892900797
512	0.976115	0.01549027529	0.97091375	0.01897284069
1024	0.97264	0.01811074977	0.97092875	0.01886536239
2048	0.9681275	0.02123187412	0.97035625	0.01924465932
4096	0.96312125	0.02456176089	0.97048875	0.01920294058
8192	0.96115375	0.02543335433	0.97058125	0.01907759302
16384	0.96006375	0.02640521049	0.9703125	0.0193626937
